分类	子分类	代码	名称	货币	股价	25涨幅	YTD	MKT_Cap_USD	TEV_USD	PE_25	PE_26	PE_27	PE_28	EV_25	EV_26	EV_27	EV_28	RevYoY_26	RevYoY_27	RevYoY_28	EBITDA_Margin_25	EBITDA_Margin_26	EBITDA_Margin_27	EBITDA_Margin_28	NP_Margin_25	NP_Margin_26	NP_Margin_27	NP_Margin_28
RoW Semi Cap		KLAC	KLAC	USD	233.31	0.9627075310902089	0.8760101314678568	304.76706925	305.95449125000005	66.86440072119557	54.87265849559066	41.621617584542534	29.83016845060496	53.282663953026265	43.67914217879585	35.05943036246256	30.64588919402445	0.19185504431205924	0.22856478536113034	0.23297420755250053	0.4505513388716738	0.4611398723931243	0.46763160704479934	0.4338928505017338	0.3576403110585085	0.3656469709096411	0.39237467056290953	0.4440278609219428
RoW Semi Cap		LRCX	Lam	USD	350.2	1.4085932085932082	1.0151916215905166	437.9499642	436.9335072	70.48465088971288	51.36010941656811	41.669626296637176	32.28769060871433	59.499119183705815	42.85134199002671	36.50532210790112	30.32299200812741	0.31552000210889486	0.2358639149649453	0.2031826057368702	0.35716629316790055	0.37698070287151847	0.358060744738394	0.3582690558673479	0.3022007893570069	0.31525846116136264	0.3144144043077968	0.33725120653036494
RoW Semi Cap		TER	Teradyne	USD	379.52	0.5522494080505129	0.9297300045761936	59.41088132	59.09930832	107.23076078383241	53.33918387536848	39.16127258735105	28.18862244364278	72.78114456154697	38.860211731979994	29.81761116636291	24.22836085242717	0.4095818181932174	0.2348876906842743	0.2382603309066771	0.2545479281660577	0.3382151019651664	0.3569421618455415	0.3547600466734468	0.17368113844911512	0.24770535117864825	0.2732105699734558	0.30652682073492954
RoW Semi Cap		ENXTAM:ASML	ASML	EUR	1628.4	0.36687006995088556	0.77308362369338	720.2457148045977	713.7276688275861	65.20841799488001	51.24558215645409	37.962415596686135	31.607119849564796	50.621459587164935	40.22567808052316	29.67205476511952	25.4862377810427	0.20232548266921357	0.24661220118501914	0.13652574073949797	0.37549476081586175	0.3930186136863067	0.4274029328612944	0.4378245529234562	0.29415960302810457	0.3113208530660662	0.33711605056694477	0.35626164604903127
RoW Semi Cap		NasdaqGS:ASML	ASML	USD	1825.07	0.5400991165697051	0.7022683604753108	715.47587541	709.0009953	64.7765741468458	50.90620742426945	37.71100885908925	31.397801165247284	50.286218117051455	39.95928284881702	29.475551081862065	25.31745474137814	0.20232548266921357	0.24661220118501914	0.13652574073949797	0.37549476081586175	0.3930186136863067	0.4274029328612944	0.4378245529234562	0.29415960302810457	0.3113208530660662	0.33711605056694477	0.35626164604903127
Foundry		NYSE:TSM	TSMC	USD	451.79	0.49498477967962473	0.5080779758328329	1990.31667049	1920.18695206	37.51766222021154	24.72949981149985	19.555750000672717	15.890522543386847	23.504121146562003	16.0082003729109	12.57039691049714	10.061278848662658	0.36419294095649946	0.2787549539250418	0.25282030313105874	0.6863289399681176	0.7386828552103483	0.7356380947294514	0.7336201191102711	0.4456759778929904	0.49563716585150475	0.49013689063858606	0.48146520469144705
Foundry		SEHK:981	SMIC	HKD	73.0	1.223926380368098	0.006896551724137945	101.0119803371795	117.46978113333334	147.43454950539314	97.56782254195338	70.29403425523034	54.35301270414992	26.567430701289958	19.692012021998814	16.096633875344743	14.121641589295727	0.22661707945030218	0.17995384947251414	0.1331816081545607	0.47407165094905546	0.5214281126850605	0.5406104634857294	0.5437945004885949	0.07345832155276423	0.09049501320579748	0.10645051586458554	0.12149071850763601
Foundry		SEHK:1347	Hua Hong	HKD	178.7	2.3222958057395147	1.3747508305647838	49.0347270948718	51.25111928076923	893.47364470166	266.7247556811128	182.0052269581689	151.1133219850715	87.67979402245449	53.545418374565465	41.0514540670327	33.0358814956869	0.28006366608050426	0.18085926610681025	0.14965129623413276	0.24334322482664908	0.3112898019846755	0.3438432657022867	0.3716524796553115	0.022847434539629254	0.05978941326768516	0.07420029214299566	0.07773571356524596
Foundry		NYSE:UMC	UMC	USD	25.83	0.22273425499231947	2.244974874371859	65.13726068	63.32169629	49.96595791150829	37.03536671046	30.310004882671223	23.04939566847893	20.128899439209444	16.538572038910132	13.726057146609278	11.820675798634783	0.1502007053165384	0.18529599471484315	0.13924135142157668	0.4237616055004168	0.4484045354308483	0.4558221092395064	0.464604211819959	0.17560802875148823	0.2059815428794417	0.2123401563957438	0.24509974295601192
Foundry		NasdaqGS:GFS	GlobalFoundries	USD	68.91	-0.16400462962962958	0.9080714384604733	37.79137688	35.79737688	42.70212076836159	50.65243614262633	34.40003435690901	26.342657841368315	17.4791879296875	14.494335927269967	12.339342485391105	10.637755882146507	0.06967236194963933	0.111912749384941	0.11667024437602747	0.3015756147842733	0.3399917480446883	0.3591732384442727	0.3730963714908117	0.13031954056839934	0.10270885134766879	0.13601243749075667	0.15905706534514963
